leave_days,leave_balance,performance_score,absence_count,job_level,years_of_experience,salary_grade,overtime_hours,approved
4,29,0.66,9,senior,2,A,49,1
1,8,0.32,1,lead,13,D,1,0
9,2,0.38,9,junior,25,D,53,0
15,4,0.45,8,junior,18,E,12,0
12,26,0.52,0,lead,29,B,59,1
11,13,0.72,9,lead,12,E,49,1
11,11,0.77,5,junior,6,D,53,1
14,18,0.9,2,mid,2,A,33,1
3,3,0.39,4,junior,9,C,60,1
11,30,0.64,7,mid,10,E,49,1
11,23,0.43,8,junior,14,B,46,0
14,16,0.63,10,lead,28,B,55,1
2,0,0.9,8,mid,18,A,38,0
13,13,0.6,2,lead,24,A,50,1
11,14,0.45,3,mid,22,C,2,1
7,1,0.54,6,junior,30,E,37,0
8,23,0.4,8,mid,5,E,3,0
8,28,0.5,10,mid,23,A,24,1
7,12,0.68,2,manager,14,A,45,1
2,9,0.75,0,mid,18,D,10,1
11,2,0.74,10,lead,18,B,11,0
15,8,0.83,0,lead,2,C,26,0
8,11,0.48,1,lead,28,C,47,1
9,13,0.35,9,lead,19,A,10,1
2,30,0.32,2,lead,2,E,45,0
3,6,0.9,6,junior,16,C,19,1
6,24,0.93,7,mid,15,E,27,0
11,9,0.54,3,junior,22,E,49,0
15,7,0.59,5,senior,29,E,34,0
1,2,0.86,4,senior,7,E,58,1
7,25,0.66,2,senior,26,D,15,0
11,10,0.71,5,manager,30,E,50,1
12,6,0.56,10,junior,8,E,39,0
12,22,0.79,4,senior,15,C,52,1
12,20,0.45,2,manager,24,D,28,0
15,24,0.63,10,junior,15,C,8,0
12,11,0.81,6,mid,18,D,57,1
4,21,0.83,10,senior,29,E,5,0
8,9,0.83,6,junior,25,A,27,1
3,25,0.6,2,junior,29,E,21,0
10,17,0.43,8,senior,17,A,45,1
14,10,0.37,9,senior,26,D,14,0
9,7,0.46,2,lead,26,B,12,0
10,22,0.63,1,junior,4,D,39,1
4,7,0.45,8,lead,6,D,59,0
1,25,0.56,0,lead,14,B,39,1
11,5,0.93,6,junior,11,D,3,0
11,12,0.81,8,junior,21,E,44,1
5,27,0.94,7,manager,20,D,26,0
12,25,0.41,3,junior,7,C,26,1
7,7,0.67,9,senior,12,E,54,1
2,23,0.85,8,junior,9,B,57,1
3,9,0.56,2,lead,8,A,31,1
12,21,0.79,2,senior,2,E,24,1
5,6,0.62,3,junior,7,A,56,1
5,5,0.79,5,senior,8,D,16,1
8,14,0.84,4,junior,1,C,3,1
4,25,0.81,4,junior,21,E,9,1
10,23,0.92,10,senior,2,B,21,0
4,4,0.31,6,mid,17,B,7,0
5,4,0.81,4,mid,21,A,54,1
3,22,0.66,2,lead,21,E,46,1
5,28,0.62,8,lead,20,E,21,0
9,10,0.48,10,manager,9,A,13,1
12,26,0.62,10,mid,27,D,52,1
3,28,0.63,7,junior,11,D,9,0
11,30,0.32,6,manager,24,E,30,1
5,12,0.82,5,lead,21,B,14,1
13,21,0.66,4,junior,12,D,5,0
5,1,0.86,10,lead,11,C,46,1
15,0,0.43,6,junior,28,A,45,0
9,20,0.61,8,junior,20,E,47,1
10,0,0.88,1,mid,1,E,55,1
2,14,0.74,6,lead,14,B,30,1
5,1,0.89,9,lead,9,D,55,1
4,14,0.39,4,mid,1,D,45,1
12,24,0.62,1,manager,8,B,36,1
8,15,0.58,0,senior,28,E,21,0
9,25,0.94,10,senior,4,D,54,1
10,8,0.35,5,lead,10,A,57,0
2,18,0.7,2,senior,7,D,42,1
1,23,0.34,9,lead,15,A,44,1
12,26,0.73,8,mid,11,B,57,1
8,23,0.8,0,senior,30,B,44,1
3,24,0.94,6,mid,4,A,30,1
1,19,0.74,1,senior,10,A,39,1
9,6,0.8,6,manager,22,D,56,1
4,15,0.77,5,senior,5,B,33,1
15,2,0.89,10,lead,11,C,12,0
7,18,0.32,6,junior,3,C,27,0
2,0,0.55,0,lead,18,E,21,0
12,12,0.88,10,manager,23,A,4,1
8,2,0.9,7,junior,7,C,33,0
9,16,0.51,7,mid,23,E,34,0
8,2,0.32,0,junior,3,D,6,0
1,0,0.38,1,senior,3,D,25,0
3,22,0.7,6,manager,12,A,23,1
15,17,0.68,3,senior,29,B,31,1
9,15,0.85,5,manager,15,A,55,1
3,6,0.49,7,senior,29,C,41,0
4,14,0.74,8,mid,27,B,39,0
4,21,0.43,3,lead,7,C,50,0
6,16,0.51,7,manager,11,D,28,0
3,25,0.92,10,manager,24,B,33,0
11,14,0.51,7,manager,19,E,13,0
10,22,0.45,1,lead,22,D,56,0
15,16,0.49,3,mid,23,C,9,1
1,25,0.47,9,lead,19,B,25,0
5,17,0.47,7,lead,5,D,32,0
3,7,0.49,5,junior,16,E,15,1
2,16,0.43,3,junior,12,B,8,0
11,22,0.45,9,manager,19,B,14,0
2,11,0.71,5,manager,2,E,40,1
8,0,0.71,0,junior,16,E,56,1
15,12,0.58,5,lead,9,B,44,0
14,7,0.4,1,senior,1,C,13,0
11,18,0.93,9,mid,30,B,2,0
2,13,0.32,9,manager,26,E,20,0
12,20,0.71,2,lead,28,A,60,1
8,19,0.32,9,lead,17,B,12,0
10,12,0.42,9,senior,15,D,13,0
1,6,0.36,6,junior,12,A,10,1
15,3,0.35,9,lead,30,C,32,0
13,6,0.41,4,junior,25,E,56,0
4,29,0.63,8,junior,7,E,47,1
2,19,0.46,9,senior,7,E,6,0
7,19,0.6,6,manager,13,D,51,0
3,15,0.87,9,manager,7,D,56,1
13,17,0.49,5,junior,3,E,22,1
12,0,0.53,10,manager,12,D,19,0
15,10,0.67,6,senior,22,B,39,0
12,23,0.56,10,mid,3,A,16,1
4,6,0.41,4,mid,23,A,52,1
10,21,0.39,4,senior,12,E,48,1
14,24,0.71,8,junior,24,B,34,0
8,9,0.73,2,lead,19,E,30,1
12,15,0.9,7,senior,25,C,5,0
2,6,0.79,3,lead,24,A,4,1
3,8,0.92,2,senior,15,C,35,1
12,25,0.34,0,lead,6,B,21,1
12,28,0.38,8,lead,27,D,38,0
2,4,0.34,1,mid,13,E,35,0
8,9,0.48,10,mid,13,B,33,0
14,29,0.94,5,junior,10,A,52,1
4,27,0.92,4,junior,30,D,60,1
13,24,0.84,5,lead,10,B,49,1
3,21,0.81,7,senior,6,D,43,1
15,8,0.62,3,lead,29,E,2,0
10,11,0.49,0,junior,12,B,27,0
15,8,0.4,10,manager,7,C,27,0
7,0,0.58,7,mid,29,B,40,0
1,19,0.4,10,mid,2,E,5,0
5,15,0.94,7,junior,12,A,6,1
6,1,0.35,9,mid,10,D,10,0
6,6,0.63,7,junior,23,C,57,1
4,28,0.91,0,manager,6,C,29,1
10,29,0.84,7,lead,2,C,38,0
9,26,0.35,8,junior,20,E,38,0
13,16,0.49,4,lead,16,C,5,0
9,24,0.56,1,manager,19,C,27,0
15,13,0.84,5,manager,5,B,2,0
11,7,0.42,7,mid,2,C,39,0
8,3,0.5,2,senior,8,B,6,0
2,11,0.38,0,senior,21,E,10,0
12,20,0.48,4,mid,5,D,58,0
9,18,0.5,6,mid,12,E,13,1
3,27,0.68,1,mid,29,A,38,1
7,14,0.56,6,junior,24,C,11,1
12,21,0.89,2,senior,23,C,42,1
8,3,0.86,8,junior,15,B,26,0
12,20,0.73,6,lead,23,B,20,1
10,16,0.41,4,manager,30,C,11,0
7,1,0.58,3,senior,29,B,32,0
2,24,0.42,2,junior,21,E,45,1
15,4,0.69,9,mid,24,D,32,0
8,21,0.66,8,senior,9,E,53,1
14,26,0.83,9,junior,19,D,44,1
8,3,0.83,10,mid,21,E,26,0
10,10,0.41,5,senior,13,B,6,0
8,0,0.91,8,junior,8,D,5,0
3,25,0.43,3,junior,21,C,59,1
4,22,0.68,1,lead,25,C,41,1
11,25,0.36,2,manager,16,C,1,1
15,10,0.33,10,senior,6,B,48,0
5,13,0.34,8,junior,4,A,8,1
2,3,0.74,7,mid,25,D,19,0
12,9,0.46,6,mid,15,B,30,0
15,25,0.85,4,senior,6,B,44,1
9,29,0.39,7,manager,25,A,3,1
14,28,0.48,5,mid,26,A,36,1
1,2,0.71,4,mid,6,B,4,1
1,27,0.93,7,lead,10,E,15,0
15,7,0.75,9,manager,9,C,13,0
6,21,0.8,6,senior,29,B,55,1
10,8,0.48,1,junior,6,E,6,0
6,14,0.42,6,mid,27,B,47,1
5,24,0.8,4,mid,18,B,51,1
11,6,0.54,10,lead,9,D,39,0
15,23,0.35,4,senior,22,E,54,0
13,19,0.81,3,junior,11,E,21,1
15,1,0.86,10,junior,17,A,32,0
13,10,0.3,8,lead,25,A,41,0
13,28,0.53,3,senior,13,A,29,1
8,17,0.84,1,junior,20,D,54,1
5,6,0.94,0,senior,28,D,12,1
15,3,0.82,2,manager,13,D,26,0
15,10,0.39,3,junior,10,E,38,0
12,30,0.81,9,manager,23,A,60,1
1,11,0.62,7,mid,6,C,32,0
1,15,0.39,3,manager,10,E,49,1
1,2,0.79,5,manager,27,A,1,1
9,15,0.79,6,lead,26,B,39,1
4,20,0.54,7,lead,24,C,27,0
15,9,0.42,7,senior,12,C,49,0
9,10,0.68,10,manager,17,D,34,0
14,2,0.4,7,mid,8,D,26,0
4,1,0.81,1,manager,19,E,43,1
9,7,0.42,2,junior,11,E,25,0
9,25,0.52,5,mid,21,A,26,1
7,5,0.46,1,mid,23,E,53,0
3,7,0.36,10,junior,4,C,27,0
5,12,0.47,6,junior,8,B,42,1
6,27,0.62,3,lead,23,E,12,0
9,9,0.9,2,junior,4,B,40,1
2,8,0.56,9,mid,26,B,37,0
9,20,0.7,1,lead,15,C,15,1
8,15,0.71,8,junior,15,E,36,0
6,22,0.58,9,lead,7,A,13,1
3,9,0.87,3,manager,19,A,1,1
4,17,0.91,2,lead,17,A,47,1
9,11,0.53,7,junior,4,B,55,0
13,17,0.73,6,manager,24,A,58,1
7,22,0.85,0,mid,3,E,36,1
9,2,0.55,10,lead,25,B,33,0
12,10,0.72,10,mid,13,E,56,1
8,14,0.63,1,mid,12,E,53,1
4,25,0.93,1,senior,3,B,16,1
10,26,0.38,3,senior,3,D,2,0
1,24,0.43,0,junior,6,E,9,0
2,2,0.61,8,senior,17,B,34,0
1,19,0.85,2,mid,16,B,11,1
9,10,0.43,6,manager,16,D,30,0
9,12,0.53,1,junior,26,B,6,0
15,23,0.45,2,lead,25,E,40,1
15,8,0.5,5,mid,30,D,32,0
9,25,0.78,10,junior,7,C,27,0
1,1,0.61,8,manager,25,C,16,0
2,9,0.67,3,junior,6,D,58,1
3,9,0.38,10,mid,22,D,24,0
7,23,0.44,8,lead,1,C,35,0
8,4,0.45,3,lead,15,E,59,0
1,25,0.78,6,manager,5,C,45,1
11,5,0.62,2,mid,16,A,58,1
4,10,0.81,2,lead,13,C,42,1
4,27,0.85,0,senior,6,E,31,1
1,11,0.6,7,senior,23,A,43,1
1,8,0.4,4,senior,30,C,14,0
8,11,0.62,1,mid,10,D,11,0
13,12,0.54,4,lead,24,E,37,0
1,28,0.81,5,junior,10,E,8,1
13,11,0.72,5,manager,10,B,17,0
1,27,0.49,2,lead,3,E,59,1
5,14,0.77,5,mid,27,A,53,1
14,3,0.78,4,lead,8,A,15,0
15,18,0.81,5,lead,18,E,48,1
2,14,0.77,7,junior,23,A,33,1
11,30,0.92,3,junior,4,B,50,1
2,11,0.37,9,senior,4,E,52,0
2,21,0.85,1,mid,21,A,37,1
10,14,0.88,6,mid,5,C,24,1
5,8,0.48,5,manager,2,E,33,1
4,0,0.5,4,senior,8,E,54,0
11,6,0.95,0,lead,14,C,58,1
11,28,0.46,9,lead,7,B,32,0
7,12,0.63,6,mid,21,A,40,1
2,20,0.39,4,mid,10,D,59,1
9,1,0.46,3,manager,11,C,26,0
6,28,0.39,8,lead,27,E,6,0
6,14,0.54,9,manager,17,E,29,0
12,17,0.48,10,manager,2,D,37,0
13,13,0.9,7,lead,22,D,18,0
14,26,0.76,7,lead,12,A,48,1
13,15,0.58,2,mid,13,B,25,1
15,9,0.57,9,lead,6,B,60,0
13,24,0.92,1,senior,3,D,21,1
1,9,0.63,0,lead,15,E,19,0
8,25,0.59,10,mid,16,D,44,0
13,23,0.72,10,junior,8,B,41,1
11,3,0.89,6,manager,25,E,25,0
8,21,0.86,1,mid,26,B,55,1
13,13,0.32,1,mid,8,E,17,1
5,0,0.51,0,senior,4,A,29,0
2,14,0.84,3,junior,28,C,31,1
12,5,0.61,1,mid,7,C,57,1
12,17,0.94,7,senior,19,B,19,0
6,28,0.6,3,junior,20,B,39,0
4,22,0.52,7,manager,25,E,32,0
14,11,0.42,1,senior,28,A,36,0
13,22,0.93,10,mid,19,A,46,1
15,21,0.39,7,mid,26,D,51,0
12,0,0.82,10,mid,27,E,28,0
15,8,0.31,0,lead,8,C,4,0
2,10,0.67,5,manager,26,C,39,0
7,10,0.31,1,junior,12,D,39,0
11,21,0.52,6,manager,3,D,20,1
2,18,0.3,7,manager,3,A,4,1
13,12,0.49,2,mid,28,C,26,0
11,1,0.41,8,senior,26,D,18,0
14,25,0.79,4,mid,3,D,35,1
5,2,0.35,4,manager,30,B,5,0
6,9,0.89,5,lead,15,A,18,1
6,20,0.56,2,senior,14,D,14,1
10,25,0.6,5,mid,12,D,2,0
14,24,0.3,5,lead,10,E,6,0
11,7,0.48,7,senior,8,E,18,0
15,5,0.7,4,manager,24,A,49,1
2,15,0.59,8,lead,30,E,56,0
10,2,0.5,7,manager,21,C,24,0
7,15,0.64,5,mid,2,C,36,0
2,19,0.45,10,junior,22,D,0,0
12,28,0.89,7,lead,16,D,15,0
8,25,0.36,7,manager,17,A,59,1
1,0,0.32,9,lead,17,D,14,0
5,20,0.89,10,mid,24,E,16,0
11,4,0.44,4,junior,30,B,1,0
5,27,0.75,3,senior,14,C,30,1
13,5,0.31,3,manager,8,D,58,0
6,15,0.74,7,mid,22,A,55,1
11,29,0.9,5,manager,6,A,14,1
15,19,0.82,9,senior,12,B,15,0
11,2,0.66,4,mid,3,B,20,0
1,6,0.88,2,senior,3,A,4,1
1,1,0.75,5,manager,28,D,57,1
13,30,0.8,0,manager,17,C,33,1
7,19,0.77,9,mid,6,A,2,1
1,26,0.35,4,senior,22,E,3,0
12,27,0.71,2,junior,5,A,8,1
4,2,0.51,6,manager,22,D,45,0
13,18,0.89,9,junior,26,E,54,1
12,18,0.67,9,junior,3,B,19,0
10,23,0.47,1,senior,18,B,40,0
11,30,0.66,6,lead,10,C,38,0
5,29,0.44,9,senior,25,A,30,1
9,6,0.44,0,junior,6,D,0,0
5,11,0.52,10,senior,18,E,20,0
7,10,0.33,6,lead,6,B,37,1
8,20,0.67,2,junior,6,A,22,1
4,27,0.45,5,mid,26,A,18,1
1,28,0.61,6,senior,24,E,21,1
8,14,0.77,9,lead,26,D,27,0
9,19,0.34,10,manager,5,A,52,1
7,18,0.53,9,junior,30,B,18,0
6,25,0.49,1,lead,4,B,21,1
7,4,0.68,5,manager,11,B,19,0
1,28,0.78,2,senior,27,A,4,1
11,28,0.69,5,mid,19,A,2,1
11,2,0.74,9,senior,19,D,14,0
6,0,0.53,3,manager,2,E,5,0
2,4,0.49,5,senior,10,C,12,1
10,23,0.47,10,senior,3,B,13,0
3,27,0.67,6,mid,26,C,3,0
15,7,0.91,3,junior,13,C,47,1
6,5,0.42,3,lead,30,E,13,0
13,25,0.37,8,lead,11,A,54,1
2,17,0.33,1,senior,25,B,58,0
15,27,0.75,2,manager,17,A,3,1
11,28,0.54,9,lead,22,E,29,0
6,25,0.49,2,senior,26,C,37,1
4,17,0.62,0,junior,7,C,46,1
10,1,0.6,2,manager,23,D,17,0
1,22,0.55,9,lead,12,D,23,0
15,21,0.63,4,mid,25,C,49,1
11,5,0.72,4,mid,20,A,32,0
4,13,0.89,9,mid,13,D,46,1
8,14,0.64,3,senior,4,A,15,1
15,25,0.85,3,senior,15,A,41,1
7,7,0.4,7,mid,2,C,43,0
2,26,0.58,10,senior,12,A,24,1
2,4,0.93,1,manager,25,E,55,1
10,11,0.53,9,junior,5,B,7,0
10,3,0.9,6,junior,17,A,37,0
2,18,0.65,3,manager,21,B,6,1
10,3,0.34,0,mid,7,D,41,0
11,28,0.7,8,manager,11,E,29,0
12,28,0.45,10,junior,18,C,51,0
15,15,0.71,6,mid,11,C,25,1
4,18,0.51,4,mid,27,D,59,1
8,0,0.56,5,mid,30,C,51,0
8,27,0.37,10,mid,28,C,41,0
6,9,0.88,5,senior,24,C,13,1
1,20,0.66,6,junior,16,B,37,1
11,19,0.56,4,manager,22,B,38,1
7,30,0.32,9,junior,22,A,6,1
10,15,0.9,10,lead,14,E,31,0
7,15,0.93,9,senior,23,C,34,0
8,26,0.47,2,lead,3,E,6,0
8,7,0.88,7,mid,26,A,9,0
14,24,0.42,0,mid,1,E,36,1
1,28,0.9,6,junior,24,C,15,1
15,3,0.84,5,mid,25,A,21,0
13,3,0.61,2,manager,6,E,50,1
10,1,0.64,0,mid,20,C,60,1
8,21,0.87,3,manager,5,E,9,1
14,5,0.67,8,mid,19,C,13,0
4,30,0.35,8,mid,29,D,53,0
4,14,0.77,0,manager,7,D,2,1
12,24,0.76,7,junior,27,A,53,1
7,1,0.91,2,manager,7,B,11,0
3,20,0.49,6,lead,21,B,46,1
11,15,0.69,7,manager,15,D,34,0
1,5,0.52,1,manager,27,B,56,1
7,4,0.52,8,junior,16,B,31,0
7,11,0.3,4,manager,13,A,39,1
8,10,0.65,4,senior,3,D,14,0
13,12,0.59,3,manager,1,C,40,0
9,30,0.68,2,lead,10,E,58,1
9,18,0.61,9,senior,15,E,30,0
4,23,0.82,8,lead,22,A,60,1
2,20,0.58,2,mid,16,E,4,1
1,11,0.83,6,junior,13,D,18,1
1,1,0.68,3,junior,16,B,41,1
15,25,0.62,5,senior,17,C,1,0
15,12,0.69,0,senior,9,A,42,1
1,25,0.74,4,manager,4,A,35,1
4,16,0.8,6,manager,3,D,33,1
14,8,0.3,10,senior,28,E,7,0
10,10,0.83,4,mid,1,E,20,1
13,16,0.42,6,lead,8,B,8,1
14,26,0.68,1,junior,14,E,29,0
12,22,0.62,3,junior,6,B,17,0
12,1,0.95,3,mid,21,D,7,0
7,2,0.68,6,junior,4,E,29,0
13,15,0.59,9,junior,19,A,47,1
11,2,0.33,2,lead,3,B,57,0
6,14,0.81,8,senior,3,B,39,0
10,21,0.4,0,mid,15,B,45,1
6,27,0.94,4,junior,3,A,52,1
7,10,0.8,3,manager,9,D,11,1
7,10,0.55,5,senior,11,D,15,0
8,14,0.37,2,junior,29,D,11,0
3,2,0.61,4,lead,3,D,14,0
9,1,0.69,2,senior,10,E,57,1
1,28,0.33,7,senior,30,A,14,1
13,5,0.43,5,senior,4,E,48,0
15,14,0.64,1,lead,17,D,48,1
6,5,0.43,7,junior,27,A,28,0
4,15,0.34,5,mid,29,A,4,1
2,2,0.4,5,lead,7,A,13,1
5,11,0.94,5,senior,23,C,34,1
11,6,0.82,10,lead,28,E,50,1
8,2,0.95,3,mid,18,E,1,0
12,16,0.52,9,junior,1,C,48,0
5,2,0.45,7,senior,24,B,5,0
13,28,0.87,1,lead,20,C,2,1
9,7,0.33,6,manager,1,A,60,0
4,4,0.9,3,mid,14,B,31,1
10,8,0.34,2,manager,2,B,8,0
1,4,0.75,8,senior,21,E,42,1
13,16,0.7,2,lead,12,C,59,1
5,12,0.73,3,senior,27,B,41,1
6,8,0.88,7,mid,12,D,18,0
8,8,0.34,6,mid,12,E,12,1
8,7,0.78,6,lead,17,A,30,0
4,21,0.47,2,junior,30,C,41,1
11,11,0.75,7,mid,3,C,9,0
15,4,0.83,0,senior,20,D,34,0
14,8,0.44,6,senior,30,A,55,0
12,8,0.39,6,lead,5,E,40,0
4,26,0.33,9,senior,3,D,28,0
11,6,0.75,4,senior,4,E,35,0
9,3,0.55,9,lead,9,E,0,0
10,10,0.49,4,mid,24,C,47,0
1,22,0.52,6,mid,13,E,51,0
15,26,0.65,7,senior,17,E,7,0
7,4,0.86,9,manager,12,A,53,1
6,25,0.63,10,manager,6,B,26,0
5,11,0.69,1,manager,20,C,47,1
14,6,0.86,7,junior,11,C,37,0
2,16,0.92,0,manager,12,E,56,1
8,4,0.76,6,junior,1,C,32,0
5,12,0.68,9,manager,28,B,34,0
14,6,0.44,6,manager,3,D,48,0
8,11,0.58,9,mid,22,E,55,0
11,17,0.42,8,lead,29,E,52,0
10,16,0.72,8,junior,19,A,32,1
12,30,0.44,7,mid,7,A,44,1
2,22,0.84,9,manager,2,A,46,1
12,5,0.32,6,senior,9,B,39,0
1,29,0.5,0,mid,21,C,37,0
13,20,0.61,2,junior,28,E,51,1
11,4,0.86,0,junior,15,E,21,0
4,5,0.89,4,manager,26,D,33,1
1,14,0.61,3,mid,17,B,14,0
8,28,0.55,6,senior,2,D,6,0
1,6,0.75,2,mid,15,B,40,1
9,20,0.36,8,mid,25,C,19,0
1,7,0.88,9,mid,3,D,40,0
14,0,0.47,8,mid,27,C,52,0
2,4,0.82,3,junior,28,B,2,1
3,30,0.79,3,manager,1,A,51,1
5,24,0.42,6,junior,26,C,30,0
13,27,0.53,0,mid,8,D,33,1
8,8,0.76,6,manager,19,D,8,1
4,3,0.93,7,mid,9,C,31,0
6,9,0.49,10,senior,26,E,42,0
14,25,0.84,1,senior,29,D,8,1
12,25,0.4,0,mid,7,C,25,1
14,30,0.48,7,junior,3,A,19,1
3,8,0.65,4,junior,1,E,39,1
14,14,0.72,7,lead,10,A,14,1
7,9,0.38,8,senior,12,E,28,0
7,20,0.78,3,junior,28,A,55,1
3,17,0.78,8,lead,9,A,31,1
12,23,0.65,2,senior,26,C,49,1
15,13,0.84,10,junior,21,B,55,1
10,1,0.79,4,lead,25,B,39,0
15,22,0.9,1,manager,30,A,46,1
5,6,0.79,3,lead,2,E,37,1
4,24,0.61,9,mid,1,A,51,1
2,0,0.79,3,senior,10,C,12,0
4,25,0.48,5,lead,9,B,24,0
15,26,0.72,0,senior,20,A,56,1
7,26,0.31,5,mid,11,E,33,0
8,6,0.71,6,lead,8,E,57,1
2,26,0.31,1,senior,24,A,15,1
11,0,0.31,0,senior,26,D,10,0
2,30,0.6,10,manager,28,E,1,0
6,24,0.8,4,manager,14,B,29,1
6,7,0.68,8,mid,19,C,41,1
12,30,0.82,0,senior,14,A,51,1
1,21,0.38,0,junior,20,D,34,0
12,1,0.83,3,senior,17,A,32,0
9,2,0.59,4,manager,3,B,12,0
4,3,0.76,1,senior,21,A,59,1
8,5,0.53,4,lead,21,C,33,0
2,6,0.57,1,senior,3,A,5,1
1,26,0.91,6,senior,7,D,31,1
7,22,0.63,0,lead,10,D,52,1
11,27,0.39,0,manager,27,B,37,1
3,20,0.62,5,mid,30,C,46,1
2,10,0.78,1,senior,17,C,60,1
5,21,0.8,9,manager,19,A,11,1
7,1,0.92,10,manager,26,D,44,1
4,5,0.56,5,senior,16,C,25,0
2,2,0.95,5,junior,1,E,1,0
1,3,0.33,6,senior,7,C,9,1
15,8,0.92,1,mid,21,B,44,1
6,16,0.8,7,mid,27,B,22,0
10,30,0.61,6,senior,5,A,9,1
7,1,0.67,1,senior,18,B,42,1
14,0,0.34,3,lead,11,C,6,0
11,25,0.31,7,senior,15,A,45,1
9,10,0.51,2,mid,30,C,3,1
10,9,0.4,5,manager,29,C,60,0
5,17,0.74,8,junior,6,E,0,0
13,21,0.48,4,lead,4,C,8,0
13,7,0.31,10,mid,16,C,14,0
10,17,0.4,1,junior,13,A,37,1
5,29,0.93,6,lead,10,C,26,1
14,29,0.58,6,junior,14,D,33,1
14,4,0.59,3,lead,24,B,53,0
9,19,0.44,6,senior,3,B,17,1
15,12,0.54,10,manager,21,B,27,0
14,0,0.46,9,manager,21,C,50,0
2,5,0.31,9,mid,2,E,33,0
2,1,0.56,2,manager,17,E,27,0
11,3,0.52,6,mid,30,D,5,0
2,29,0.77,5,junior,18,C,51,1
4,22,0.8,7,junior,7,C,34,0
14,23,0.8,8,junior,11,E,10,0
12,8,0.51,3,mid,18,A,25,0
6,10,0.63,6,lead,21,D,18,1
1,21,0.86,6,manager,27,C,48,1
13,2,0.68,9,mid,19,D,47,1
12,10,0.9,9,junior,5,A,57,1
9,6,0.7,5,lead,10,B,14,0
9,30,0.48,5,manager,17,C,41,1
15,25,0.37,6,mid,20,C,54,1
5,6,0.5,10,mid,28,C,55,0
5,5,0.52,1,junior,13,E,35,0
4,23,0.37,0,mid,1,E,1,0
11,28,0.74,7,junior,18,A,52,1
12,30,0.77,0,lead,4,E,48,1
5,24,0.38,4,mid,12,B,14,1
3,0,0.87,2,senior,23,E,3,0
14,5,0.58,6,manager,30,D,29,0
14,22,0.83,2,manager,24,E,29,1
15,11,0.77,1,lead,19,D,23,0
13,22,0.38,8,mid,28,D,59,0
3,2,0.77,6,junior,5,E,5,0
11,30,0.86,5,mid,20,B,46,1
15,28,0.64,1,lead,30,A,24,1
6,22,0.74,9,junior,3,C,6,0
14,8,0.81,3,manager,3,B,37,0
13,14,0.4,4,mid,15,A,57,1
1,21,0.6,9,lead,24,B,44,0
13,17,0.8,10,manager,14,C,49,1
8,5,0.88,6,junior,10,D,52,1
9,17,0.56,9,junior,6,E,16,0
9,2,0.7,6,manager,16,B,40,0
2,24,0.94,7,manager,22,D,1,0
9,8,0.44,7,manager,13,C,38,0
12,23,0.61,1,mid,6,E,49,1
3,15,0.51,9,manager,14,D,16,0
14,12,0.84,0,mid,13,D,13,0
7,21,0.62,4,manager,27,C,21,1
4,26,0.56,9,lead,30,D,39,0
2,21,0.92,7,lead,18,A,10,1
5,19,0.77,6,junior,28,E,47,1
11,25,0.82,4,senior,13,E,15,1
12,3,0.95,10,mid,12,E,45,1
9,15,0.83,3,senior,7,D,10,1
15,15,0.44,4,senior,16,E,8,0
1,21,0.88,6,junior,3,C,10,1
7,26,0.73,7,mid,6,A,53,1
1,18,0.31,3,senior,20,D,7,1
11,22,0.64,6,junior,16,C,45,1
6,2,0.31,6,junior,30,E,44,0
11,14,0.83,0,mid,28,B,13,1
1,27,0.37,2,junior,30,C,59,1
1,23,0.92,0,senior,26,E,58,1
1,9,0.9,5,mid,18,C,50,1
1,9,0.53,4,manager,20,E,46,1
10,9,0.91,2,mid,14,B,23,0
10,29,0.7,6,junior,1,A,42,1
9,8,0.38,0,mid,22,C,26,0
10,1,0.72,9,lead,4,D,13,0
6,7,0.8,1,mid,2,C,13,1
14,7,0.49,0,lead,1,E,11,0
10,5,0.82,4,senior,6,D,36,0
14,28,0.84,0,senior,24,A,10,1
6,12,0.3,8,mid,19,E,6,0
4,2,0.44,4,manager,12,E,30,0
5,11,0.86,0,senior,24,A,40,1
5,18,0.33,4,lead,8,E,1,0
13,8,0.81,2,manager,14,A,8,0
12,12,0.71,2,junior,29,E,42,1
4,9,0.81,2,lead,26,B,58,1
15,24,0.7,3,junior,5,E,60,1
5,22,0.39,6,manager,25,B,37,0
10,11,0.37,1,junior,7,C,45,1
4,9,0.72,1,junior,8,E,33,1
1,0,0.94,10,mid,12,C,35,0
3,9,0.8,9,mid,8,A,57,1
6,21,0.41,7,mid,2,E,11,0
6,8,0.39,2,manager,17,B,27,0
13,17,0.5,9,lead,26,A,41,1
4,1,0.8,1,senior,21,C,21,0
8,24,0.52,7,mid,29,D,40,0
3,22,0.79,4,senior,20,A,23,1
8,19,0.89,1,junior,16,A,32,1
11,2,0.89,6,junior,26,B,14,0
9,16,0.73,0,junior,30,A,35,1
9,2,0.92,0,manager,28,C,23,0
15,30,0.9,10,mid,20,D,47,1
7,5,0.9,9,junior,28,E,46,1
15,11,0.83,6,junior,11,B,29,0
11,13,0.4,7,lead,17,E,41,0
11,9,0.52,7,senior,15,D,42,0
1,11,0.66,8,junior,23,E,55,1
12,7,0.59,8,junior,28,B,11,0
9,22,0.8,4,junior,24,A,22,1
2,29,0.85,10,lead,7,D,16,0
15,9,0.5,2,junior,5,D,60,0
